event_timestamp,advertising_id,advertising_id_type,user_id,ad_unit,ad_network,instance_name,country,placement,segment,AB_Testing,revenue
2021-01-12 00:10:18,b15b82e3-a250-4d9a-95a5-1204311711ad,idfv,b15b82e3-a250-4d9a-95a5-1204311711ad,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 12:56:42,126b2138-99d6-4670-bb6f-26df964d8fd7,idfa,4d92a055-31ac-43d8-8dc1-33a642434efa,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 04:27:06,51330f92-474f-4ed6-8ced-6de94d3f02c4,idfv,51330f92-474f-4ed6-8ced-6de94d3f02c4,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 04:13:05,4e1fb338-b1db-4a50-a702-a9dd1b72e6f5,idfv,4e1fb338-b1db-4a50-a702-a9dd1b72e6f5,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 12:34:40,3daa3a5b-f8dd-49e3-b6dc-538b5b81b7cd,idfv,3daa3a5b-f8dd-49e3-b6dc-538b5b81b7cd,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 07:58:22,1d3bd4e1-3675-4e3c-94ce-3570a6f84e55,idfv,1d3bd4e1-3675-4e3c-94ce-3570a6f84e55,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 14:47:26,ad1c6730-c05d-4736-a711-48bb67ed7933,idfa,63bd577d-0e5d-41b1-80b0-39c0921ab454,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 00:25:56,51330f92-474f-4ed6-8ced-6de94d3f02c4,idfv,51330f92-474f-4ed6-8ced-6de94d3f02c4,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 04:39:34,d5a092c9-303b-4dd1-8e55-83eed2bd8f8b,idfa,33aefe2a-a973-483f-a66e-be607fcde77d,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 15:14:37,23de0c89-8db8-46db-823c-42e24f0f654c,idfa,ace06e26-fda2-4ef2-b3e5-e5625ccd9caf,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 10:25:42,ac1d176e-52bc-4ada-a09f-9a7c100704a2,idfv,ac1d176e-52bc-4ada-a09f-9a7c100704a2,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 04:01:04,2be84a80-9586-49b1-9f64-7b271c8c61ef,idfa,44c9cfd4-05bd-4ed0-98fc-a735275d4f94,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 10:36:18,93627189-53b6-48ad-8826-a391b3170f06,idfa,e49305a1-65f1-4bfb-916f-8280ed58b38c,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 14:56:20,417257bf-97fd-40b3-9da0-7add048b534b,idfa,86d39f6a-fa83-41c9-9211-d4670f2700a5,rewarded_video,IronSource,reward gang appolvin,VN,"","",A,0.0
2021-01-12 20:07:54,c687b2e3-a09b-43f1-a480-af76637fef9a,idfa,62edfe7f-700b-4957-b437-725621e1c5a1,rewarded_video,IronSource,reward gang appolvin,UA,"","",A,0.0
2021-01-12 21:29:17,d6311351-618e-4e40-9df9-5c8a83f2d135,idfa,882ac122-d9b6-4162-a3b2-7e986dc7bf7b,rewarded_video,IronSource,reward gang appolvin,UA,"","",A,0.0
2021-01-12 19:15:57,9af27545-6a0b-42ca-ac6b-c421edbd525a,idfv,9af27545-6a0b-42ca-ac6b-c421edbd525a,rewarded_video,IronSource,reward gang appolvin,UA,"","",A,0.0
2021-01-12 18:41:13,154f5e1b-12ad-454b-9827-e8a3a1d252af,idfa,7c581868-9e6e-4b52-a245-66afc61a2d42,rewarded_video,IronSource,reward gang appolvin,UA,"","",A,0.0
2021-01-12 14:43:00,a0c7d215-f10b-4968-9e23-6ca8c4b7b946,idfa,b62f2624-72f0-455a-8742-84ea5bcded10,rewarded_video,IronSource,reward gang appolvin,UA,"","",A,0.0
2021-01-12 21:26:01,7920c356-dfef-4787-96e0-a20fd7f7b55f,idfa,19b5acea-d6e8-4373-b228-a3ec913f507d,rewarded_video,IronSource,reward gang appolvin,FR,"","",A,0.0
2021-01-12 19:04:28,81d02603-8e33-40a0-957e-335827b72a64,idfa,8fb40400-9218-47c8-acf4-ee6c47cc4196,rewarded_video,IronSource,reward gang appolvin,FR,"","",A,0.0
2021-01-12 18:15:54,29052f41-d5d4-42ac-a092-2175502c53fd,idfa,e9bc3b0a-8b2b-466f-b679-7f676f4d15c8,rewarded_video,IronSource,reward gang appolvin,FR,"","",A,0.0
2021-01-12 15:08:50,b9c84cfe-245e-4001-b957-a97f84b7e671,idfa,5d2c1c2c-84c1-4f98-8bbb-b815891b9d1a,rewarded_video,IronSource,reward gang appolvin,GR,"","",A,0.0
2021-01-12 16:40:35,b9c84cfe-245e-4001-b957-a97f84b7e671,idfa,5d2c1c2c-84c1-4f98-8bbb-b815891b9d1a,rewarded_video,IronSource,reward gang appolvin,GR,"","",A,0.0
2021-01-12 13:45:05,59cf4beb-8412-4a75-ab3b-ceff4dda5daa,idfa,9acd5247-bfa2-45b5-95a6-13b97f0d9fab,rewarded_video,IronSource,reward gang appolvin,GR,"","",A,0.0
2021-01-12 14:51:05,b9c84cfe-245e-4001-b957-a97f84b7e671,idfa,5d2c1c2c-84c1-4f98-8bbb-b815891b9d1a,rewarded_video,IronSource,reward gang appolvin,GR,"","",A,0.0
2021-01-12 16:43:15,b9c84cfe-245e-4001-b957-a97f84b7e671,idfa,5d2c1c2c-84c1-4f98-8bbb-b815891b9d1a,rewarded_video,IronSource,reward gang appolvin,GR,"","",A,0.0
2021-01-12 16:49:00,b9c84cfe-245e-4001-b957-a97f84b7e671,idfa,5d2c1c2c-84c1-4f98-8bbb-b815891b9d1a,rewarded_video,IronSource,reward gang appolvin,GR,"","",A,0.0
2021-01-12 07:37:34,90632bf6-073f-47d3-bb2f-f12da5158033,idfv,90632bf6-073f-47d3-bb2f-f12da5158033,rewarded_video,IronSource,reward gang appolvin,MM,"","",A,0.0
2021-01-12 09:02:00,598cfc94-62f1-45ca-85f8-c842c9085233,idfa,592d3acf-c99c-49e6-ade5-6b50eb94ea40,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 12:41:16,787a2cea-6f8b-47d3-85a2-cf3d27a59401,idfa,401916ab-0407-43fa-a496-834fe66682c9,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 10:21:40,7ff0b385-4dc9-4f81-a377-55afa285d9f1,idfa,b8d5d7a3-d214-4511-b865-fb395d69bb38,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 01:10:29,314df3b5-87ce-4e42-9396-17855f9a3ec8,idfa,77fcac06-0583-42ad-85c1-9775a28f2027,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 04:09:58,20d91883-5f70-47e3-a657-88301ec34a31,idfa,0e11d8bd-c886-466a-8255-a821460f99f0,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 09:47:21,8a5dba49-0dbb-4a08-9456-b8648cbd3f1f,idfa,27422a29-afc1-4379-aaeb-d6d5ace3e5a7,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 23:38:31,d1499cbb-8ee0-4e8f-9c7d-a6fa3c476b2b,idfa,942a75ac-7147-4635-b1db-792c1d22e94d,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 08:54:40,cf0a2bea-9667-47ec-b430-840d88b200b6,idfa,e7bd77f1-fd46-40d1-b743-1b99380827c3,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 13:16:28,51b8ec19-e659-4b52-bd6d-828bd60fd6c0,idfa,fbde0804-eb62-46b9-a42c-b815592585da,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 06:01:33,43828838-7803-4b30-9072-f3c012d5a008,idfa,1f87032e-7860-46f2-a981-56f54ceaa49b,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 11:44:21,eacf94c4-d0bd-4e1d-a120-7ce179a54fcf,idfa,482d922b-1e22-4197-9ac9-7797ecb4e9df,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 10:44:56,81f7489c-4114-4d7b-a5d0-900240bf405d,idfa,7777ad46-6e24-4130-b8e1-b94fd0577db5,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 07:12:19,cc1c8850-dcc5-4a80-a4a8-f47c6aa90c96,idfa,754677a7-3215-459d-8959-0ed9af2ca0ee,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 13:26:13,95ff47ea-b969-4595-8d1b-b4bfe3e69171,idfa,7822ceff-8a83-4d61-b39d-41a891dfc773,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 08:14:12,cf0a2bea-9667-47ec-b430-840d88b200b6,idfa,e7bd77f1-fd46-40d1-b743-1b99380827c3,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 12:36:03,787a2cea-6f8b-47d3-85a2-cf3d27a59401,idfa,401916ab-0407-43fa-a496-834fe66682c9,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 10:18:44,7ff0b385-4dc9-4f81-a377-55afa285d9f1,idfa,b8d5d7a3-d214-4511-b865-fb395d69bb38,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 09:00:56,7ff0b385-4dc9-4f81-a377-55afa285d9f1,idfa,b8d5d7a3-d214-4511-b865-fb395d69bb38,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 13:58:42,12e5d3c2-e7ff-4e2b-9937-09cc914fe6b1,idfa,71bb67c1-79ee-4a3d-9cf4-94d621a8c133,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 06:53:36,cc1c8850-dcc5-4a80-a4a8-f47c6aa90c96,idfa,754677a7-3215-459d-8959-0ed9af2ca0ee,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 04:49:36,561bab42-4bd7-43f5-8b67-3b89626f34e8,idfv,561bab42-4bd7-43f5-8b67-3b89626f34e8,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 12:42:38,40ae3ada-2705-4743-bf76-8f2ccdd744c9,idfa,20b999e3-f6de-4662-b0e4-f6c8b0a4ec7e,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 12:33:53,cf0a2bea-9667-47ec-b430-840d88b200b6,idfa,e7bd77f1-fd46-40d1-b743-1b99380827c3,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 12:38:50,787a2cea-6f8b-47d3-85a2-cf3d27a59401,idfa,401916ab-0407-43fa-a496-834fe66682c9,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 09:10:46,598cfc94-62f1-45ca-85f8-c842c9085233,idfa,592d3acf-c99c-49e6-ade5-6b50eb94ea40,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 09:30:01,cb5914f0-b9e3-467f-b959-ff7397ee092b,idfa,e4d23f87-57a5-4222-9bf8-0d39b86e8a50,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 02:40:35,eacf94c4-d0bd-4e1d-a120-7ce179a54fcf,idfa,482d922b-1e22-4197-9ac9-7797ecb4e9df,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 09:27:22,addcf636-95e5-4cf4-bada-314d716d2177,idfa,fbacb16d-ee0c-4215-85a3-4fc5e3e058c6,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 11:31:26,515d83f6-b65a-4059-b9d6-73a2252369d7,idfa,b3627f59-361a-4b07-b550-0c521e1fe4c8,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 09:55:41,8a5dba49-0dbb-4a08-9456-b8648cbd3f1f,idfa,27422a29-afc1-4379-aaeb-d6d5ace3e5a7,rewarded_video,IronSource,reward gang appolvin,CN,"","",A,0.00233
2021-01-12 20:52:07,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,e18c1369-e663-4629-bdad-b737c4f03d55,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 21:49:40,abb13a95-2fbf-4937-b84d-f4eceffbea08,idfa,3903e43b-2991-4444-a884-c989efab5926,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:55:00,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 22:26:01,aca85555-e378-4969-a076-d45db27cb6e5,idfv,aca85555-e378-4969-a076-d45db27cb6e5,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:37:58,65f6594d-3ccc-441e-9487-4ef1365ab983,idfv,65f6594d-3ccc-441e-9487-4ef1365ab983,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 01:08:39,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,e18c1369-e663-4629-bdad-b737c4f03d55,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 19:28:05,580570ec-df8c-4d54-ae82-e426ef6f9c97,idfv,580570ec-df8c-4d54-ae82-e426ef6f9c97,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 03:15:57,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,e18c1369-e663-4629-bdad-b737c4f03d55,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:40:31,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:46:18,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:58:06,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:43:24,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 18:27:31,c4a8eda7-e5f5-466a-b05e-7f053cc2f008,idfa,4aba29fb-fad0-4ae7-9d33-b8eaff168c95,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 19:15:58,a997d7de-4d1e-4c42-bf12-146ef1341e54,idfa,1b4190d9-2548-4cdb-a7f6-41d0acd30785,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:51:45,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 23:36:54,b08979b1-e968-4f68-a6c9-0a21b648090f,idfa,a43285b8-3501-4958-a967-c43763985ccf,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 21:17:52,9a81a62a-6645-48ef-95cf-d3142031878b,idfa,d1e63c14-6dd5-4a4c-962c-ac77f4b5c3fe,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 17:22:21,9a325605-ffe0-44e4-bcaa-ae854714006d,idfa,029bb138-c109-4c2d-8084-6ad36b4d9fc5,rewarded_video,IronSource,reward gang appolvin,MX,"","",A,0.005
2021-01-12 14:53:02,ac5003e2-eb71-4106-8d9a-e2b1bc1592cc,idfa,c62c385a-b992-4057-b9c2-a96fe9144e47,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 16:25:19,91f7da81-cc7a-4ca4-bfcc-32ab0cd9e7f4,idfa,85bda3b4-680b-4dcd-b248-6f405d275399,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 15:15:46,ac5003e2-eb71-4106-8d9a-e2b1bc1592cc,idfa,c62c385a-b992-4057-b9c2-a96fe9144e47,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 20:10:03,824e87d0-2960-460f-a3ea-72ec19cdc4fd,idfa,94b99320-c656-4bec-ba3c-a1d68957371d,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 15:17:35,ac5003e2-eb71-4106-8d9a-e2b1bc1592cc,idfa,c62c385a-b992-4057-b9c2-a96fe9144e47,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 15:10:50,ac5003e2-eb71-4106-8d9a-e2b1bc1592cc,idfa,c62c385a-b992-4057-b9c2-a96fe9144e47,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 13:19:19,a31c0288-2852-4312-8e25-3f26f92fafe4,idfa,8c37165b-f3bb-44d1-86f3-698b498e61a8,rewarded_video,IronSource,reward gang appolvin,TR,"","",A,0.0
2021-01-12 03:46:30,21e79e58-890a-4d91-ab81-f897a183b2da,idfa,60bfac81-2b7a-4ce5-a26b-a5e30516a0fa,rewarded_video,IronSource,reward gang appolvin,CA,"","",A,0.0
2021-01-12 03:44:13,21e79e58-890a-4d91-ab81-f897a183b2da,idfa,60bfac81-2b7a-4ce5-a26b-a5e30516a0fa,rewarded_video,IronSource,reward gang appolvin,CA,"","",A,0.0
2021-01-12 03:39:07,21e79e58-890a-4d91-ab81-f897a183b2da,idfa,60bfac81-2b7a-4ce5-a26b-a5e30516a0fa,rewarded_video,IronSource,reward gang appolvin,CA,"","",A,0.0
2021-01-12 03:58:13,21e79e58-890a-4d91-ab81-f897a183b2da,idfa,60bfac81-2b7a-4ce5-a26b-a5e30516a0fa,rewarded_video,IronSource,reward gang appolvin,CA,"","",A,0.0
2021-01-12 03:52:38,21e79e58-890a-4d91-ab81-f897a183b2da,idfa,60bfac81-2b7a-4ce5-a26b-a5e30516a0fa,rewarded_video,IronSource,reward gang appolvin,CA,"","",A,0.0
2021-01-12 03:50:07,21e79e58-890a-4d91-ab81-f897a183b2da,idfa,60bfac81-2b7a-4ce5-a26b-a5e30516a0fa,rewarded_video,IronSource,reward gang appolvin,CA,"","",A,0.0
2021-01-12 06:37:04,95d9bb39-aa26-4d66-bb15-4e299973d856,idfv,95d9bb39-aa26-4d66-bb15-4e299973d856,rewarded_video,IronSource,reward gang appolvin,KZ,"","",A,0.0
